name,instructions
Dabigatran,"Important warning: Stopping dabigatran suddenly increases the risk of blood clots and stroke. Do not stop taking it without medical advice. People receiving spinal or epidural anesthesia or undergoing spinal puncture while on dabigatran are at increased risk of a spinal or epidural blood clot that can cause long term or permanent paralysis. Your clinicians will consider timing of doses and catheters and will monitor you closely. Why is this medication prescribed? Dabigatran is an anticoagulant used to reduce the risk of stroke and systemic embolism in people with non valvular atrial fibrillation, to treat deep vein thrombosis and pulmonary embolism, to reduce the risk of their recurrence, and to prevent deep vein thrombosis after hip replacement surgery. How should this medicine be used? Take dabigatran by mouth exactly as directed, usually twice daily with a full glass of water. Swallow capsules whole and do not open, crush, or chew them. Keep capsules in the original bottle or blister pack and close the bottle tightly after each use. Your clinician may advise when to stop the medicine before procedures and when to restart. What special precautions should I follow? Tell all your healthcare providers and dentist that you take dabigatran. Tell your clinician about kidney problems, past bleeding, stomach ulcers, or if you are pregnant or breastfeeding. Do not use if you have a mechanical heart valve. Many medicines interact with dabigatran, including P glycoprotein inhibitors or inducers such as dronedarone, ketoconazole, amiodarone, verapamil, and rifampin. Avoid activities that increase your risk of injury. Seek medical help for falls or head injury. What special dietary instructions should I follow? There are no specific dietary restrictions. You may take it with food if it upsets your stomach. Avoid excessive alcohol and avoid starting over the counter pain relievers that increase bleeding risk such as ibuprofen or naproxen unless your clinician approves. What should I do if I forget a dose? If you take it twice daily, take the missed dose as soon as you remember unless your next dose is due in less than 6 hours. If it is less than 6 hours to the next dose, skip the missed dose and take the next dose at the regular time. Do not take two doses at once. What side effects can this medication cause? The most common side effect is bleeding, which can present as nosebleeds, bleeding gums, unusual bruising, heavier than normal menstrual bleeding, pink or brown urine, red or black stools, coughing up or vomiting blood, or severe headache or weakness. Other effects include stomach pain and indigestion. Seek urgent care for signs of serious bleeding or stroke such as sudden numbness, confusion, trouble speaking, or severe headache."
Dabrafenib,"Why is this medication prescribed? Dabrafenib is used to treat cancers with a BRAF V600 mutation, including melanoma, non small cell lung cancer, and anaplastic thyroid cancer. It is often used together with trametinib. How should this medicine be used? Take dabrafenib by mouth twice daily about 12 hours apart on an empty stomach at least one hour before or two hours after a meal. Swallow capsules whole and take doses consistently at the same times each day. If prescribed with trametinib, follow the schedule for both medicines. Your care team will perform regular checks of your skin, eyes, heart, and blood tests. What special precautions should I follow? Your tumor must be confirmed to have a BRAF V600 mutation. Dabrafenib can cause fever that may be severe and can lead to dehydration and kidney problems. It can cause new skin cancers and other malignancies, bleeding, heart problems, eye problems such as uveitis or retinal detachment, high blood sugar, and liver abnormalities. Tell your clinician about all medicines you take, especially those that affect CYP3A4 or CYP2C8. Dabrafenib can reduce the effectiveness of hormonal birth control. Use effective non hormonal contraception during treatment and for the time your clinician advises after the last dose. Do not breastfeed during treatment. What special dietary instructions should I follow? Take on an empty stomach and avoid grapefruit and grapefruit juice. What should I do if I forget a dose? Take the missed dose as soon as you remember unless the next dose is due in less than 6 hours. If you vomit after taking a dose, do not take an extra dose and take the next dose at the usual time. What side effects can this medication cause? Common effects include fever, fatigue, nausea, vomiting, diarrhea, decreased appetite, headache, joint pain, rash, thickened skin, and hair loss. Serious effects include very high fever with chills, severe dehydration, eye pain or vision changes, chest pain, shortness of breath, unusual bleeding or bruising, signs of new or changing skin lesions, and signs of liver problems such as yellowing of the skin or eyes."
Dacarbazine,"Important warning: Dacarbazine can cause severe bone marrow suppression leading to serious infections and bleeding. It can cause serious and sometimes fatal liver damage including hepatic necrosis. It must be administered under the supervision of experienced clinicians with frequent blood count and liver function monitoring. Extravasation can cause severe local tissue injury. Why is this medication prescribed? Dacarbazine is a chemotherapy medicine used to treat metastatic melanoma and Hodgkin lymphoma as part of combination regimens. It may also be used for other cancers as directed by an oncologist. How should this medicine be used? A healthcare professional gives dacarbazine by intravenous infusion on a schedule specific to your treatment plan. You will likely receive medicines to help prevent nausea and vomiting. The infusion solution is protected from light by your care team. You will have regular blood tests. What special precautions should I follow? Tell your care team about all medicines and supplements you use and about any liver or kidney problems. Avoid alcohol due to liver toxicity risk. Avoid live vaccines and limit exposure to people who are sick. Use effective birth control during treatment and for the period your oncologist recommends after the last dose. Do not breastfeed during treatment. Protect your skin from sunlight as sensitivity may increase. Report fever, signs of infection, unusual bleeding, severe nausea or vomiting, yellowing of the skin or eyes, dark urine, or severe pain or swelling at the infusion site. What special dietary instructions should I follow? No specific diet is required, but staying well hydrated and eating small frequent meals can help with nausea. Avoid alcohol. What should I do if I forget a dose? If you miss an infusion appointment, contact your oncology team as soon as possible to reschedule. What side effects can this medication cause? Common effects include nausea, vomiting, loss of appetite, fatigue, and low blood cell counts. Other effects include flu like symptoms, increased sensitivity to sunlight, and pain or irritation at the infusion site. Serious effects include severe infections, bleeding, liver problems with yellowing of the skin or eyes and dark urine, confusion, and severe skin reactions. Seek medical attention for severe or sudden symptoms."
Daclatasvir,"Important warning: In people with current or past hepatitis B infection, treatment of hepatitis C with direct acting antivirals such as daclatasvir can cause reactivation of hepatitis B, which may lead to serious liver problems or death. All patients should be tested for hepatitis B before starting and monitored during and after therapy. Daclatasvir must be used in combination with other antivirals such as sofosbuvir, with or without ribavirin. Serious slowing of the heart rate has occurred when sofosbuvir and daclatasvir were used with amiodarone. Avoid this combination unless no alternative is available and ensure close monitoring if it must be used. Why is this medication prescribed? Daclatasvir is an antiviral used with other medicines to treat chronic hepatitis C infection. The exact combination and duration depend on the virus genotype, prior treatment, and presence of cirrhosis. How should this medicine be used? Take daclatasvir by mouth once daily with or without food, at the same time each day, together with the other prescribed hepatitis C medicine or medicines. Do not miss doses. Your clinician may adjust the dose if you must take certain interacting medicines. What special precautions should I follow? Tell your clinician about all medicines and supplements you use. Do not take strong inducers of CYP3A such as rifampin, carbamazepine, phenytoin, or St Johns wort, as these can reduce effectiveness. Strong inhibitors of CYP3A may require dose adjustment. Avoid combining with amiodarone when used with sofosbuvir due to risk of slow heart rate. Tell your clinician if you have liver disease, have had hepatitis B infection, are pregnant or breastfeeding, or have diabetes because blood sugar control may change during therapy. If ribavirin is part of your regimen, it can cause severe birth defects. Both partners must use effective contraception during therapy and for the time your clinician specifies after the last ribavirin dose. What special dietary instructions should I follow? No specific diet is required. Avoid grapefruit and grapefruit juice and avoid alcohol to protect your liver. What should I do if I forget a dose? Take the missed dose as soon as you remember on the same day, then take the next dose at the usual time. If you remember the next day, skip the missed dose and resume your normal schedule. Do not take two doses at once. What side effects can this medication cause? Common effects include headache, fatigue, and nausea. When used with ribavirin, anemia, cough, and irritability can occur. Serious effects include very slow heart rate especially if also taking sofosbuvir with amiodarone, severe allergic reaction, and signs of liver problems such as yellowing of the skin or eyes, dark urine, or abdominal swelling. Seek medical attention for serious effects."
Daclizumab Injection,"Important warning: Daclizumab is no longer marketed in many countries because of the risk of life threatening liver injury and immune mediated disorders including encephalitis and meningoencephalitis. Do not start or continue daclizumab outside of a controlled program. If you received daclizumab in the past, you should have liver blood tests monthly and for six months after the last dose and seek urgent care for symptoms of liver injury such as fatigue, loss of appetite, dark urine, yellowing of the skin or eyes, right upper abdominal pain, or unexplained nausea and vomiting. Serious immune reactions affecting the brain can occur during treatment or after the last dose and require immediate medical attention for severe headache, fever, confusion, neck stiffness, or seizures.
Why is this medication prescribed? Daclizumab was used to treat relapsing multiple sclerosis and previously to help prevent rejection after kidney transplant. Because of serious safety concerns, it has been withdrawn and should not be used.
How should this medicine be used? It was given as a subcutaneous injection once monthly for multiple sclerosis or as an intravenous infusion for transplant by a healthcare professional. Do not use unless specifically directed as part of a special program. If you are currently receiving it, contact your prescriber immediately to discuss stopping and monitoring.
What special precautions should I follow? Do not use if you have liver disease, a history of autoimmune hepatitis, or a history of severe immune reactions. Tell your clinician about all medicines and supplements and about alcohol use. Frequent liver tests and monitoring for infections, mood changes, and neurologic symptoms are required during treatment and for months after the last dose. Do not receive live vaccines during treatment and for at least four months after the last dose.
What special dietary instructions should I follow? Avoid alcohol because it increases the risk of liver injury. There are no specific food restrictions otherwise.
What should I do if I forget a dose? Do not take an extra dose. Contact your prescriber right away for instructions.
What side effects can this medication cause? Severe liver injury, immune mediated encephalitis or meningoencephalitis, hypersensitivity reactions including rash and fever, enlarged lymph nodes, depression or suicidal thoughts, infections including shingles, skin reactions, gastrointestinal upset, and elevations in liver enzymes."
Dacomitinib,"Why is this medication prescribed? Dacomitinib is used to treat adults with metastatic non small cell lung cancer whose tumors have specific EGFR mutations.
How should this medicine be used? Take exactly as prescribed once daily at the same time each day with or without food. Swallow tablets whole with water. Do not take more than prescribed. Your doctor may pause or reduce the dose if you develop significant diarrhea, skin reactions, or other adverse effects. Avoid proton pump inhibitors. If you must take an acid reducer such as an H2 blocker, take it several hours apart as instructed by your prescriber.
What special precautions should I follow? Before starting, tell your doctor about lung problems, liver disease, eye problems, diarrhea, and all medicines and supplements. Dacomitinib can cause severe diarrhea, dehydration, skin and nail disorders, mouth sores, eye irritation, and lung inflammation called interstitial lung disease. Stop the medicine and get help urgently for new or worsening shortness of breath, cough, or fever. Use effective birth control during treatment and for a period after the last dose as advised. Do not breastfeed during treatment and for at least seventeen days after the final dose. Avoid sun exposure and use broad spectrum sunscreen and protective clothing.
What special dietary instructions should I follow? You may take it with or without food. Avoid grapefruit and grapefruit juice because they can change drug levels. Drink plenty of fluids, especially if you develop diarrhea.
What should I do if I forget a dose? If you miss a dose by more than twelve hours, skip it and take your next dose at the usual time. If you remember within twelve hours, take it as soon as you remember. Do not take two doses at the same time.
What side effects can this medication cause? Diarrhea, rash or acne like skin eruption, dry or cracked skin, itching, redness or pain of the skin and nails, mouth sores, decreased appetite, fatigue, eye irritation or redness, cough, abnormal liver tests, and low levels of minerals such as magnesium. Serious reactions include severe diarrhea with dehydration, lung inflammation, severe skin reactions, and liver injury."
Dalbavancin Injection,"Why is this medication prescribed? Dalbavancin is an antibiotic used to treat acute bacterial skin and skin structure infections caused by susceptible Gram positive bacteria including methicillin resistant Staphylococcus aureus.
How should this medicine be used? It is given by a healthcare professional as an intravenous infusion, either as a single dose or as a two dose regimen separated by one week. It is infused over at least thirty minutes. Your dose may be adjusted if you have reduced kidney function. Complete the prescribed course even if you feel better.
What special precautions should I follow? Tell your clinician if you have had allergies to glycopeptide antibiotics such as vancomycin, kidney or liver disease, or if you are pregnant or breastfeeding. Dalbavancin can cause infusion related reactions that resemble red man syndrome. Tell your care team right away if you develop flushing, itching, chest or back pain, or trouble breathing during the infusion. Antibiotics can cause Clostridioides difficile associated diarrhea during or after treatment. Seek care for severe or persistent diarrhea, abdominal cramps, or blood in the stool.
What special dietary instructions should I follow? No special diet is required. Maintain adequate hydration.
What should I do if I forget a dose? If you miss an infusion appointment, contact your healthcare provider as soon as possible to reschedule. Do not try to self administer unless you have been trained.
What side effects can this medication cause? Nausea, headache, diarrhea, infusion site reactions, rash or itching, dizziness, and elevations in liver enzymes. Serious but uncommon effects include severe allergic reactions, infusion related reactions, and Clostridioides difficile associated diarrhea."
Dalfampridine,"Why is this medication prescribed? Dalfampridine is used to improve walking speed in adults with multiple sclerosis.
How should this medicine be used? Take the extended release tablets exactly as prescribed, usually every twelve hours. Swallow tablets whole. Do not split, crush, chew, or dissolve the tablets. Do not take extra doses and do not take doses closer than twelve hours apart. Your kidney function may be tested before and during treatment.
What special precautions should I follow? Do not use if you have ever had a seizure or if you have moderate or severe kidney impairment. The risk of seizures increases with higher doses, missed dose doubling, or reduced kidney function. Tell your doctor about all medicines and supplements, especially other products that contain 4 aminopyridine. Stop the medicine and get medical help for a seizure, severe allergic reaction, or trouble breathing. Use caution if you have urinary tract infections, fever, or conditions that may lower the seizure threshold.
What special dietary instructions should I follow? You may take it with or without food. There are no specific dietary restrictions.
What should I do if I forget a dose? If you miss a dose, skip it and take your next dose at the regular time. Do not take two doses at the same time.
What side effects can this medication cause? Urinary tract infection, insomnia, dizziness, headache, nausea, constipation, back pain, balance problems, tingling sensations, and throat irritation. Serious effects include seizures and severe allergic reactions."
Dalteparin Injection,"Important warning: People who receive spinal or epidural anesthesia or undergo spinal puncture while using dalteparin are at risk for a spinal or epidural blood clot that can cause long term or permanent paralysis. Your risk is higher if an epidural catheter is used, if you take other medicines that affect bleeding such as nonsteroidal anti inflammatory drugs, platelet inhibitors, or other anticoagulants, or if you have a history of spinal surgery or spinal deformity. Tell all of your clinicians that you are using dalteparin before any procedure involving your spine. Monitor closely for signs of spinal or epidural hematoma such as midline back pain, numbness or weakness in the legs, bowel or bladder dysfunction, or paralysis. Seek emergency care immediately if these occur.
Why is this medication prescribed? Dalteparin is an anticoagulant used to prevent and treat blood clots including deep vein thrombosis and pulmonary embolism. It is also used to prevent clotting in certain surgeries or in bedridden medical patients and for the extended treatment of symptomatic clots in patients with cancer.
How should this medicine be used? It is given as a subcutaneous injection once or twice daily as directed. Your dose is based on your weight and the condition being treated. Do not inject into muscle. Rotate injection sites in the abdomen or thigh. Do not expel the small air bubble from prefilled syringes. Do not stop using dalteparin without talking to your doctor. Your doctor may order periodic blood tests to check your blood counts and kidney function.
What special precautions should I follow? Do not use if you are actively bleeding, have a very low platelet count from heparin induced thrombocytopenia, or are allergic to heparin, dalteparin, or pork products. Tell your doctor if you have kidney disease, uncontrolled high blood pressure, stomach or intestinal ulcers, recent surgery, stroke, eye problems from diabetes or hypertension, or liver disease. Use caution with other medicines that increase bleeding risk including aspirin, nonsteroidal anti inflammatory drugs, other blood thinners, many supplements such as ginkgo, garlic, and high dose fish oil, and alcohol. Your doctor may order platelet counts to watch for heparin induced thrombocytopenia.
What special dietary instructions should I follow? There are no specific food restrictions, but avoid or limit alcohol and discuss herbal supplements that may increase bleeding risk. Vitamin K intake does not affect dalteparin.
What should I do if I forget a dose? Inject the missed dose as soon as you remember if it is within a few hours of when it was due. If it is close to the time for your next dose, skip the missed dose and take your next dose at the regular time. Do not inject two doses at once. If you miss more than one dose, contact your doctor.
What side effects can this medication cause? Bleeding or bruising, nosebleeds, bleeding gums, injection site pain or irritation, mild anemia, and elevations in liver enzymes. Serious effects include major bleeding, heparin induced thrombocytopenia with a low platelet count and new or worsening clots, allergic reactions, high potassium levels, osteoporosis with long term use, and spinal or epidural hematoma."
Halcinonide Topical,"Why is this medication prescribed? Halcinonide is a topical corticosteroid used to relieve inflammation and itching of corticosteroid responsive skin conditions such as eczema, psoriasis, and dermatitis.
How should this medicine be used? Apply a thin layer to the affected skin as directed, usually two to three times daily, and gently rub in. Use the smallest amount for the shortest time needed to control symptoms. Do not use on the face, groin, or underarms unless directed. Do not cover with bandages or dressings unless instructed. Avoid contact with eyes and do not use in the mouth or vagina.
What special precautions should I follow? Tell your doctor if you have skin infection, rosacea, acne, poor circulation, diabetes, liver problems, or if you are pregnant or breastfeeding. Prolonged use, use on large areas, use with occlusion, or use in children can increase the risk of absorption and systemic effects including adrenal suppression. Stop and seek advice if the skin worsens, if signs of infection develop such as pus or crusting, or if you develop vision changes.
What special dietary instructions should I follow? No special dietary instructions are needed.
What should I do if I forget a dose? Apply it when you remember. If it is almost time for your next application, skip the missed one and resume your usual schedule. Do not apply extra amounts to make up for a missed dose.
What side effects can this medication cause? Burning, stinging, itching, dryness or irritation at the application site, acne, lightening of the skin, stretch marks, visible small blood vessels, and thinning of the skin. Rare systemic effects include adrenal suppression, high blood sugar, and glaucoma or cataracts if used near the eyes."
Halobetasol Topical,"Why is this medication prescribed? Halobetasol is a very high potency topical corticosteroid used to treat inflammation and itching of corticosteroid responsive skin conditions.
How should this medicine be used? Apply a thin layer to the affected skin once or twice daily as directed for the shortest time possible, generally no longer than two weeks on the same area. Do not use on the face, groin, or underarms unless specifically told to do so. Do not cover with dressings unless instructed. Avoid eyes, mouth, and broken or infected skin. Do not use more than the amount prescribed.
What special precautions should I follow? High potency steroids can be absorbed through the skin and cause adrenal suppression, especially when used on large areas, under occlusion, on thin skin, or in children. Tell your doctor about all medical conditions including skin infections, diabetes, glaucoma or cataracts, liver disease, pregnancy, or breastfeeding. Stop and seek advice for signs of infection, worsening redness, swelling, or if you develop vision changes or symptoms of adrenal suppression such as unusual tiredness, weight loss, or dizziness.
What special dietary instructions should I follow? No special dietary instructions are required.
What should I do if I forget a dose? Apply as soon as you remember unless it is close to your next scheduled application. If so, skip the missed dose and continue as normal. Do not apply extra to make up for a missed dose.
What side effects can this medication cause? Burning, stinging, itching, dryness, skin thinning, stretch marks, acne, changes in skin color, and visible blood vessels. Systemic effects can include adrenal suppression, high blood sugar, and eye problems if used near the eyes."
Haloperidol,"Important warning: Elderly patients with dementia related psychosis treated with antipsychotic drugs are at increased risk of death. Haloperidol is not approved for the treatment of patients with dementia related psychosis.
Why is this medication prescribed? Haloperidol is an antipsychotic used to treat schizophrenia, acute psychosis, and tics and vocal utterances in Tourette syndrome. It may also be used short term for severe behavioral problems or agitation as determined by a clinician.
How should this medicine be used? Take exactly as prescribed at the same times each day. It may be given as tablets or liquid by mouth. Your dose may be adjusted gradually. Do not stop suddenly unless your doctor tells you to. Avoid alcohol. Your doctor may check your heart rhythm with an electrocardiogram and monitor for side effects.
What special precautions should I follow? Tell your doctor if you have heart disease, a history of abnormal heart rhythms, low potassium or magnesium, liver disease, seizures, Parkinson disease, glaucoma, thyroid problems, or if you are pregnant or breastfeeding. Haloperidol can cause abnormal heart rhythms including a dangerous rhythm called torsades de pointes, especially at high doses or when given intravenously or with other medicines that prolong the QT interval. It can cause movement disorders including parkinsonism, akathisia, dystonia, and tardive dyskinesia. It can also cause neuroleptic malignant syndrome, a rare but life threatening reaction with high fever, muscle rigidity, confusion, and autonomic instability. Use caution with other medicines that affect heart rhythm or that increase haloperidol levels. Avoid driving or operating machinery until you know how it affects you.
What special dietary instructions should I follow? There are no specific dietary requirements, but avoid alcohol. Discuss grapefruit or grapefruit juice with your doctor because it may increase haloperidol levels. Maintain good hydration, especially in hot weather.
What should I do if I forget a dose? Take the missed dose as soon as you remember unless it is almost time for your next dose. If it is close to the time of your next dose, skip the missed dose. Do not take two doses at the same time.
What side effects can this medication cause? Sleepiness, restlessness, anxiety, dizziness, dry mouth, constipation, blurred vision, urinary retention, increased salivation, sexual dysfunction, menstrual changes, weight changes, skin photosensitivity, and increased prolactin levels. Serious effects include abnormal heart rhythms and fainting, severe movement disorders and tardive dyskinesia, neuroleptic malignant syndrome, seizures, severe allergic reactions, and liver problems."
Haloperidol Injection,"Important warning: Elderly patients with dementia related psychosis treated with antipsychotic drugs are at increased risk of death. Haloperidol injection is not approved for the treatment of patients with dementia related psychosis. Intravenous or high dose haloperidol can prolong the QT interval and has been associated with torsades de pointes and sudden death. Use with careful cardiac monitoring in patients with risk factors or when given intravenously.
Why is this medication prescribed? Haloperidol injection is used for rapid control of severe agitation in schizophrenia or acute psychosis. A long acting intramuscular decanoate formulation is used for maintenance treatment of schizophrenia in patients who require a depot injection.
How should this medicine be used? The short acting formulation is given by a healthcare professional as an intramuscular or sometimes intravenous injection for acute agitation. The long acting decanoate is injected deep into a muscle, usually every four weeks, by a healthcare professional. Your dose and schedule are individualized. Remain under observation after injection as advised and keep all follow up appointments.
What special precautions should I follow? Tell your doctor about heart disease, electrolyte abnormalities, use of other medicines that affect heart rhythm, liver disease, seizures, Parkinson disease, and pregnancy or breastfeeding. Haloperidol can cause abnormal heart rhythms, movement disorders, and neuroleptic malignant syndrome. Intravenous administration increases the risk of QT prolongation and torsades de pointes. Your clinician may monitor your heart rhythm and electrolytes. Avoid alcohol and other sedating drugs unless your clinician says it is safe.
What special dietary instructions should I follow? There are no specific dietary requirements, but avoid alcohol and stay hydrated.
What should I do if I forget a dose? If you miss a scheduled injection, contact your healthcare provider as soon as possible to reschedule. Do not attempt to self inject unless you have been trained and instructed to do so.
What side effects can this medication cause? Sleepiness, dizziness, low blood pressure when standing, injection site pain, dry mouth, constipation, blurred vision, restlessness, and movement disorders. Serious effects include prolonged QT interval, torsades de pointes, sudden death, neuroleptic malignant syndrome, seizures, and severe allergic reactions."
Hepatitis A Vaccine,"Why is this medication prescribed? The hepatitis A vaccine is used to prevent infection with hepatitis A virus in adults and children who are at risk or who want protection.
How should this medicine be used? It is given as an intramuscular injection by a healthcare professional as a two dose series, with the second dose given at least six months after the first. It can be given at the same time as other vaccines at different sites.
What special precautions should I follow? Do not receive the vaccine if you had a severe allergic reaction to a previous dose or to any component of the vaccine. Tell your provider if you have moderate or severe illness, immune system problems, bleeding disorders, are taking blood thinners, are pregnant or breastfeeding, or have a latex allergy depending on the product. People with weakened immune systems may have a reduced response. For immediate pre exposure protection or post exposure in some situations, immune globulin may be recommended in addition to the vaccine.
What special dietary instructions should I follow? No dietary changes are needed.
What should I do if I forget a dose? If you miss the second dose, get it as soon as possible. You do not need to restart the series.
What side effects can this medication cause? Soreness, redness, or swelling at the injection site, headache, tiredness, fever, nausea, and loss of appetite. Serious allergic reactions are rare and require immediate medical attention."
Hepatitis B Vaccine,"Why is this medication prescribed? The hepatitis B vaccine is given to prevent infection with hepatitis B virus, which can cause chronic liver disease, cirrhosis, and liver cancer. It is recommended for all infants, unvaccinated children and adults, and people at increased risk such as health care workers, people with diabetes, chronic liver or kidney disease, or those with potential exposure to blood or body fluids. How should this medicine be used? It is given by injection into a muscle by a health care professional. The number of doses and timing depend on the product and age. Many products use a three dose schedule at 0, 1, and 6 months. Some adult products use a two dose schedule at 0 and 1 month. If the series is started, you can complete it with the same or a compatible product. You do not need to restart the series if a dose is delayed. What special precautions should I follow? Do not receive this vaccine if you had a severe allergic reaction to a previous dose or to any component such as yeast. Tell your clinician about any moderate or severe illness, immune system problems, pregnancy, or bleeding disorders. Plan to remain seated or lying down for 15 minutes after vaccination because fainting can occur. What special dietary instructions should I follow? No specific dietary changes are needed. Stay well hydrated and consider a light meal before vaccination to reduce fainting risk. What should I do if I forget a dose? Schedule the missed dose as soon as possible and complete the remaining doses. You do not need to restart the series. What side effects can this medication cause? Common effects include soreness, redness, or swelling at the injection site, mild fever, fatigue, and headache. Serious allergic reactions are rare and require urgent care if you develop hives, trouble breathing, wheezing, or swelling of the face or throat."
Histrelin Implant,"Why is this medication prescribed? Histrelin is a gonadotropin releasing hormone agonist used as a subdermal implant to treat central precocious puberty in children and to suppress testosterone in certain adults with advanced prostate cancer. It reduces sex hormone levels after an initial rise. How should this medicine be used? A health care professional places a small implant under the skin of the inner upper arm using local anesthesia. It releases medicine continuously for about 12 months and is then removed and replaced if continued treatment is needed. Keep the bandage clean and dry as instructed, avoid heavy lifting or strenuous use of the arm for several days, and monitor the site for redness, swelling, pain, or drainage. What special precautions should I follow? Tell your clinician about all medicines and conditions including pregnancy or plans to become pregnant, breastfeeding, seizure disorders, electrolyte problems, heart disease, bone density problems, diabetes, depression, or a history of urinary obstruction or spinal cord compression. An initial hormone flare can temporarily worsen symptoms such as breast tenderness, mood changes, or bone pain. Children may have temporary worsening of pubertal signs before suppression occurs. Use reliable contraception if you have sex that could result in pregnancy. What special dietary instructions should I follow? No specific dietary restrictions are required. Maintain adequate calcium and vitamin D intake and engage in weight bearing exercise as advised to support bone health. What should I do if I forget a dose? This medicine is delivered by a long acting implant. If you miss a scheduled replacement or follow up, contact your clinician promptly to reschedule. Do not attempt to remove or insert an implant yourself. What side effects can this medication cause? Common effects include implant site pain or bruising, headache, hot flashes, mood changes, decreased libido, fatigue, and acne. Children may experience mood changes and headaches. Serious effects can include severe site infection, signs of spinal cord compression or urinary obstruction, seizures, significant changes in heart rhythm, or loss of bone density. Seek urgent care for severe or concerning symptoms."
Human Insulin Injection,"Why is this medication prescribed? Human insulin is used to control high blood sugar in people with diabetes mellitus. It may also be used under close supervision for high potassium levels. Good blood sugar control helps prevent complications such as kidney, eye, nerve, and cardiovascular disease. How should this medicine be used? Use exactly as directed by your clinician. Regular insulin is usually taken before meals and NPH is an intermediate acting insulin taken once or twice daily. Inject into the fat under the skin of the abdomen, thigh, buttock, or upper arm. Rotate injection sites to reduce skin changes. If mixing regular insulin with NPH, draw up regular insulin first and inject promptly. Do not mix with long acting analogs unless your clinician has instructed you to do so. Check your blood sugar as directed. Do not share pens, vials, or needles. Store unopened insulin in the refrigerator. In use vials or pens can often be kept at room temperature for a limited time per product labeling. What special precautions should I follow? Tell your clinician about all medicines and conditions including kidney or liver disease, low potassium, frequent hypoglycemia, changes in meal pattern or activity, and pregnancy or breastfeeding. Many medicines can change insulin needs. Beta blockers can mask some signs of low blood sugar. Use caution when driving or operating machinery until you know how insulin affects you. Always carry rapid acting carbohydrate and medical identification. What special dietary instructions should I follow? Follow a consistent meal plan with attention to carbohydrate intake. Limit alcohol and never drink on an empty stomach because it increases the risk of low blood sugar. Stay hydrated. Work with a dietitian to match insulin to meals and activity. What should I do if I forget a dose? If you miss mealtime insulin and have just eaten, take it as soon as you remember based on your plan. If it is almost time for the next dose or you are not eating, skip the missed dose and follow your plan. For basal insulin, take it when remembered unless it is close to the next dose, then skip and resume the regular schedule. Do not double doses. When in doubt, check blood sugar and contact your diabetes care team. What side effects can this medication cause? Low blood sugar is the most common and can cause shakiness, sweating, confusion, fast heartbeat, and in severe cases seizures or loss of consciousness. Other effects include weight gain, injection site reactions or skin thickening, swelling, and low potassium. Allergic reactions are rare but can be serious."
Human Papillomavirus (HPV) Vaccine,"Why is this medication prescribed? The HPV vaccine helps prevent cancers caused by human papillomavirus including cervical, anal, vulvar, vaginal, penile, and oropharyngeal cancers, and also prevents genital warts. It is recommended for routine vaccination beginning at ages 11 to 12 and can start as early as 9. Catch up vaccination is recommended through age 26 and may be considered up to age 45 after discussion with a clinician. How should this medicine be used? It is given as an intramuscular injection in the upper arm by a health care professional. If the series is started at age 9 through 14, two doses are given at least 5 months apart. If started at 15 or older or if immunocompromised, three doses are given at 0, 1 to 2, and 6 months. What special precautions should I follow? Do not receive the vaccine if you had a severe allergic reaction to a previous dose or to any component such as yeast or latex if present in a product. Tell your clinician if you are pregnant. Moderate or severe acute illness may warrant delaying vaccination. Plan to remain seated or lying down for 15 minutes after vaccination because fainting can occur. What special dietary instructions should I follow? No special diet is required. Consider a light meal before vaccination and stay hydrated. What should I do if I forget a dose? Receive the missed dose as soon as possible and complete the remaining doses. You do not need to restart the series. What side effects can this medication cause? Common effects include pain, redness, or swelling at the injection site, mild fever, tiredness, headache, and nausea. Fainting can occur shortly after vaccination. Severe allergic reactions are rare and need urgent care."
Human Papillomavirus (HPV) Vaccine (Cervarix),"Why is this medication prescribed? Cervarix is a bivalent HPV vaccine that helps prevent cervical cancer and related precancers caused by HPV types 16 and 18. It is indicated for females in the approved age range. It does not prevent disease from all HPV types and does not treat existing infection. How should this medicine be used? A health care professional gives it as an intramuscular injection in the upper arm as a three dose series at 0, 1, and 6 months. Complete the series for best protection. What special precautions should I follow? Do not receive Cervarix if you had a severe allergic reaction to a previous dose or to any component. Tell your clinician if you are pregnant; vaccination is usually deferred until after pregnancy. Remain seated or lying down for 15 minutes after the injection to reduce the risk of fainting and related injury. What special dietary instructions should I follow? No specific dietary changes are needed. Hydration and a light meal before vaccination may help reduce fainting. What should I do if I forget a dose? Get the missed dose as soon as possible and complete the series. You do not need to restart if the schedule is delayed. What side effects can this medication cause? Pain, redness, or swelling at the injection site, fatigue, headache, muscle aches, and mild fever are common. Severe allergic reactions are rare but require urgent medical attention."
